# k2;k3;k4;k5;k6;k7;e;Vol;T
1.227156e+01;2.143317e-02;8.867489e-01;8.908364e-02;7.581364e-02;3.640519e+00;9.341563e+00;NaN;2.007734e+04
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-198.mat
6.587094e-01;6.840612e-01;9.253593e-01;2.011031e-02;2.042771e-01;1.274390e+02;9.637839e+00;NaN;6.272751e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-124.mat
4.752312e-01;6.381023e-01;1.007408e+00;3.693976e-02;1.332588e-01;1.297954e+02;9.771950e+00;NaN;6.676348e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-123.mat
4.145218e-01;9.725417e-01;1.398068e+00;3.449685e-03;1.229096e-01;9.596137e+01;1.032227e+01;NaN;9.433709e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-163.mat
6.550956e+00;2.641502e-01;1.155457e+01;1.174533e-02;9.728434e-02;3.983350e+00;1.091587e+01;NaN;7.064632e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-101.mat
2.280424e-01;7.988133e-01;1.289583e+00;8.557785e-04;7.506504e-02;1.469384e+02;1.131276e+01;NaN;5.959238e+03
